nama_kunci,mata_pelajaran,deskripsi,link_gambar
Sejarah Dunia - Sejarah modern,Pengetahuan Umum & Sains,"Sejarah modern (""periode modern"", ""era modern"", ""zaman modern"") adalah sejarah masa-masa setelah Abad Pertengahan. ""Sejarah kontemporer"" adalah sejarah yang meliputi peristiwa-peristiwa yang terjadi sejak sekitar tahun 1900 hingga sekarang.",https://upload.wikimedia.org/wikipedia/commons/d/d1/Explos.png
Sejarah Dunia - Sungai Nil,Pengetahuan Umum & Sains,"Daerah aliran sungai Nil di Afrika Utara merupakan tempat perkembangan peradaban Mesir Kuno. Sekitar 6000 SM, masyarakat Pra-Kerajaan Mesir (sebelum sistem monarki didirikan di Mesir) sudah mampu bercocok tanam dan menggembalakan ternak. Usaha komunikasi visual awal dapat teramati dari simbol-simbol yang terdapat pada gerabah dari Gerzeh, sekitar 4000 SM, yang menyerupai aksara hieroglif Mesir Kuno. Mortar mulai digunakan sejak 4000 SM, dan tembikar glasir bening mulai diproduksi sejak 3500 SM. Rumah sakit atau pusat pelayanan medis didirikan sekurang-kurangnya sejak 3000 SM. Bukti arkeologis mengindikasikan keberadaan manusia di kawasan barat daya Mesir, dekat perbatasan Sudan, sekitar 8000 SM. Sejak sekitar 7000–3000 SM, iklim Sahara lebih lembap daripada kini, sehingga memungkinkan kegiatan bercocok tanam di tanah yang kini telah gersang. Perubahan iklim setelah 3000 SM menyebabkan proses kegersangan secara berangsur di kawasan tersebut. Sebagai dampak dari perubahan tersebut, suku-suku kuno penghuni Sahara terdesak untuk pindah ke daerah sekitar sungai Nil sekitar 2500 SM. Di sana mereka mengembangkan ekonomi agraris serta sistem masyarakat yang lebih kompleks. Suku yang sudah sejak lama mendiami pinggiran sungai Nil juga telah mengembangkan masyarakat mereka secara mandiri. Hewan ternak sudah diimpor dari Asia antara 7500 SM sampai 4000 SM. Bangsa Mesir Kuno dikenal karena sejumlah prestasi dan penemuan dalam sejarahnya, di antaranya pembangunan piramida kolosal mereka, ilmu bedah kuno, ilmu matematika, dan transportasi dengan perahu. Kebangkitan dinasti-dinasti Mesir dimulai setelah bersatunya Mesir Hulu dan Hilir sekitar 3200 SM, dan berakhir sekitar tahun 340 SM, saat dimulainya kuasa Dinasti Akhemeniyah atas wilayah Mesir. Kerajaan Mesir dipimpin oleh penguasa monarki bergelar firaun. Pada puncak kejayaannya, kerajaannya terbentang dari delta sungai Nil hingga gunung Jebel Barkal di Sudan. Masyarakat Mesir Kuno bergantung pada keseimbangan sumber daya alam dan manusia, terutama irigasi sungai Nil yang membantu pertanian mereka. Bangsa ini dikenal sebagai pengguna tulisan hieroglif, pembangun piramida, kuil, dan pemakaman bawah tanah, serta pengguna kereta perang sebagai pendukung kekuatan militernya. Ada perbedaan besar pada kelas dalam masyarakatnya. Sebagian besar anggota masyarakatnya merupakan petani tetapi mereka tidak berhak atas hasil pertanian yang mereka usahakan. Hasil pertanian merupakan milik negara, kuil, atau keluarga bangsawan yang memiliki lahan pertanian. Perbudakan juga ada, tetapi aplikasinya pada masyarakat Mesir Kuno masih belum jelas.",https://upload.wikimedia.org/wikipedia/commons/d/d1/Explos.png
Sejarah Dunia - Umum,Pengetahuan Umum & Sains,"Sejarah manusia atau sejarah dunia adalah sejarah umat manusia di seluruh dunia, semua daerah di Bumi, dirunut dari era Paleolitikum (zaman batu tua). Berbeda dengan sejarah Bumi (yang mencakup sejarah geologis Bumi dan era sebelum keberadaan manusia), sejarah dunia terdiri dari kajian rekam arkeologi dan catatan tertulis, dari zaman kuno hingga saat ini. Pencatatan sejarah dimulai sejak aksara dan sistem tulisan diciptakan, tetapi asal mula peradaban bertolak dari periode sebelum penciptaan tulisan, atau zaman prasejarah. Prasejarah dimulai dari Paleolitikum (zaman batu tua), diikuti dengan Neolitikum (zaman batu muda) dan Revolusi Pertanian (antara 8000–5000 SM) di kawasan Hilal Subur. Revolusi tersebut merupakan titik perubahan besar dalam sejarah umat manusia karena sejak masa itu mereka telah mampu membudidayakan tumbuhan dan hewan. Seiring dengan perkembangan pertanian, gaya hidup nomad berubah menjadi gaya hidup menetap sebagai petani. Kemajuan pertanian mengakibatkan pembagian strata pekerja dalam usaha panen. Strata pekerja menyebabkan munculnya strata masyarakat dan perkembangan kota-kota. Banyak kota kuno berkembang di tepi-tepi kumpulan air (danau dan sungai) yang dapat menyokong kehidupan. Pada masa 3000 tahun sebelum Masehi, telah muncul peradaban di lembah Mesopotamia (dataran di antara sungai Tigris dan Efrat) di Timur Tengah, di tepi Sungai Nil, Mesir, dan di lembah Sungai Indus. Selain itu, peradaban juga muncul di lembah Sungai Kuning. Di tempat-tempat perkembangan peradaban kuno, pertumbuhan masyarakat yang semakin kompleks menyebabkan penciptaan aksara untuk mempermudah usaha administrasi dan niaga. Sejarah Dunia Lama (khususnya Eropa dan Mediterania) umumnya terbagi menjadi Abad Kuno, yang terhitung dari zaman sebelum 476 Masehi; Abad Pertengahan, dari abad ke-5 hingga abad ke-15, meliputi Zaman Kejayaan Islam (sekitar 750 M hingga sekitar 1258 M) dan Zaman Renaisans Eropa Awal (bermula sekitar 1300 M); Abad Modern Awal, dari abad ke-15 sampai akhir abad ke-18, mencakup Abad Pencerahan; dan Abad Modern Akhir, dari masa Revolusi Industri hingga sekarang, termasuk sejarah kontemporer. Dalam sejarah Eropa Barat, ""Kejatuhan Roma"" tahun 476 M umumnya dipandang sebagai penanda akhir Zaman Kuno dan permulaan Abad Pertengahan. Sebaliknya, di Eropa Timur terjadi transisi dari Kekaisaran Romawi menjadi Kekaisaran Bizantium, yang tidak runtuh sampai berabad-abad kemudian. Pada pertengahan abad ke-15, teknik cetak modern yang ditemukan Johannes Gutenberg merevolusi metode komunikasi, dan berperan dalam mengakhiri Abad Pertengahan serta menjadi perintis dalam Revolusi Ilmiah. Pada abad ke-18, akumulasi pengetahuan dan teknologi—khususnya di Eropa—telah mencapai massa genting yang menuju kepada Revolusi Industri. Di tempat lain, meliputi Timur Dekat Kuno, Tiongkok Kuno, dan India Kuno, terjadi rentang sejarah berbeda-beda. Pada abad ke-18, karena perdagangan internasional dan kolonisasi yang ekstensif, sejarah berbagai peradaban menjadi terjalin secara signifikan (lihat: globalisasi). Dalam waktu sekitar seperempat milenium, angka pertumbuhan jumlah penduduk, pengetahuan, teknologi, perekonomian, tingkat kerugian senjata, dan kerusakan lingkungan meningkat drastis, mendatangkan risiko bagi kelayakhunian Bumi.",https://upload.wikimedia.org/wikipedia/commons/d/d1/Explos.png
Sejarah Dunia - Yunani Kuno,Pengetahuan Umum & Sains,"Di Gua Franchthi di Peloponesia, sebelah tenggara Argolid, terdapat bukti mengenai kegiatan pertanian purbakala di Yunani. Sejak sekitar 11.000 SM, budi daya biji-bijian, kacang-kacangan, dan serealia terjadi pada masa yang sama, sementara haver dan jelai muncul sekitar 10.500 SM, sedangkan ercis dan pir sejak sekitar 7300 SM. Permukiman Neolitik tersebar di seluruh Yunani, dengan kegiatan meliputi pertanian dan produksi gerabah. Situs terkemuka seperti Sesklo dan Dimini, sudah memiliki jalan dan alun-alun. Hal tersebut menjadikannya contoh tata ruang kota purbakala di daratan Eropa. Situs penting lainnya yaitu Dispilio, tempat penemuan sabak kuno dengan guratan-guratan seperti tulisan kuno. Peradaban Minoa merupakan peradaban Zaman Perunggu pertama di kawasan Yunani. Peradaban tersebut muncul di pulau Kreta dan berkembang sekitar 2700 SM sampai 1500 SM, tetapi awal perkembangannya terjadi pada masa jauh sebelum itu. Pulau Kreta mulai dihuni oleh manusia sekurang-kurangnya sejak 128000 SM, selama zaman Paleolitik Madya. Tanda-tanda kegiatan pertanian yang lebih canggih, sebagai awal suatu peradaban, muncul sekitar 5000 SM. Keberadaan peradaban tersebut sempat terlupakan, sebelum ditemukan pada awal abad ke-20 oleh arkeolog Inggris, Sir Arthur Evans. Will Durant memandang peradaban tersebut sebagai ""mata rantai pertama pada untaian (sejarah) Eropa."" Peradaban Mikene berkembang di seberang utara Kreta sejak sekitar 1600 SM, ketika kebudayaan Helladik di Yunani daratan bertransformasi di bawah pengaruh kebudayaan Minoa dari Kreta. Tidak seperti masyarakat Minoa yang mengandalkan perdagangan, masyarakat Mikene lebih menyukai penaklukan. Peradaban Mikene didominasi oleh aristokrasi kesatria. Sekitar 1400 SM, bangsa Mikene memperluas jangkauan kekuasaan mereka ke Kreta, pusat peradaban Minoa (yang pada masa itu mengalami bencana letusan Santorini), dan mengadopsi suatu bentuk aksara Minoa yang disebut Linear A untuk menuliskan bahasa Yunani Kuno; aksara yang dikembangkan pada masa peradaban Mikene kemudian disebut Linear B. Legenda Yunani menyebutkan bahwa bangsa Mikene tidak hanya menaklukkan Minoa, tetapi juga negara kota Troya, disebutkan dalam wiracarita Illiad sebagai saingan kekuasaan Mikene. Karena satu-satunya catatan sejarah konflik tersebut adalah Iliad karya Homeros, maka sejarah Troya dan Perang Troya belum bisa dipastikan. Tahun 1876, arkeolog Jerman Heinrich Schliemann menemukan reruntuhan di Hissarlik, termasuk kawasan Asia Minor sebelah barat (kini wilayah Turki) dan mengklaimnya sebagai bekas kota Troya. Kepastian mengenai lokasi tersebut sebagai Troya seperti yang dituturkan oleh Homeros masih diperdebatkan. Kebudayaan Yunani memiliki pengaruh besar pada peradaban-peradaban Eropa yang muncul di kemudian hari, terutama peradaban Romawi. Bangsa Yunani mengembangkan konsep yang kini dikenal sebagai negara kota, atau polis. Kata ""politik"" berasal dari konsep tersebut, yang secara harfiah berarti segala hal menyangkut polis. Ada banyak polis pada masa Yunani Kuno; beberapa yang terkemuka di antaranya: Athena, Sparta, Korintus, dan Thebes. Kota-kota tersebut tidak memiliki hubungan intens satu sama lain, karena bentang alam Yunani yang didominasi pegunungan dan banyak pulau. Apabila suatu kota tidak lagi memiliki cukup pangan untuk memenuhi kebutuhan seluruh penduduknya, maka beberapa orang keluar dari kota tersebut untuk mendirikan kota baru. Kota baru itu dikenal sebagai koloni. Tiap kota bersifat mandiri dan diperintah langsung oleh seseorang di kota tersebut. Koloni-koloni juga menjalin hubungan dengan kota asal mereka demi perlindungan. Ketika daratan Yunani terancam perang (contohnya saat melawan kekaisaran Persia), terjadi persekutuan antarnegara-kota untuk menanggapi ancaman tersebut. Selain itu juga dapat terjadi perang antara negara kota yang berbeda.",https://upload.wikimedia.org/wikipedia/commons/d/d1/Explos.png
Sejarah Dunia - Zaman Poros,Pengetahuan Umum & Sains,"Zaman Poros, menurut filsuf Jerman, Karl Jaspers, adalah zaman saat pemikiran revolusioner bermunculan di Tiongkok, India, Persia, dan Dunia Barat selama rentang waktu antara abad ke-8 hingga ke-2 SM. Pada zaman itu terjadi perkembangan gagasan filosofis dan religius secara transformatif di berbagai belahan dunia dan kebanyakan terjadi secara independen. Di India terjadi perkembangan tiga agama: Hinduisme, Buddhisme, dan Jainisme. Hinduisme masa kini merupakan perkembangan dari Brahmanisme (1500–500 SM) atau ""Agama Weda Pra-Hindu"", dan penyusunan Regweda (kitab suci tertua bagi umat Hindu, bagian dari empat Weda) diduga terjadi pada masa 1100 SM. Penyusunan Upanishad, yaitu suplemen bagi kitab Weda diduga terjadi pada masa 900–800 SM. Pada abad ke-6 SM, di India Utara, Siddhartha Gautama dari suku Sakya menyebarkan Buddhisme atau agama Buddha yang merupakan bagian dari tradisi Samana, paralel tetapi berbeda dengan pelopor Hinduisme. Sebagaimana Hinduisme, ajaran Buddha juga mengenal karma, reinkarnasi, dan ahimsa, tetapi menolak keberadaan Tuhan dan sistem kasta. Pada abad ke-5 SM, bagian lain dari Samana, yaitu Jainisme disebarkan oleh Mahavira. Pendahulunya adalah Pārśva (abad ke-9 SM), yang juga merupakan pemimpin Jainisme menurut umat Jaina. Seperti agama Buddha, Jainisme juga menolak keberadaan Tuhan. Di antara ketiga agama tersebut, Hinduisme mendominasi India, sedangkan Buddhisme lebih berkembang di Asia Timur dan Tenggara, sementara Jainisme menjadi agama minoritas. Di Asia Timur, tiga perguruan filsafat telah mendominasi pemikiran bangsa Tionghoa hingga masa kini. Ketiganya adalah Legalisme (abad ke-8 SM), Taoisme (abad ke-6 SM), dan Konfusianisme (abad ke-6 SM). Legalisme adalah filsafat yang lebih mengutamakan sistem hukum daripada pemikiran tinggi seperti alam dan tujuan kehidupan. Sementara itu, Taoisme mengajarkan keharmonisan antara manusia dengan alam, diprakarsai oleh Laozi dan ajarannya terangkum dalam Daode Jing. Meskipun hidup pada abad ke-6 SM, ada dugaan bahwa Daode Jing disusun pada masa antara abad ke-4 hingga ke-3 SM. Ajaran Khonghucu (Konfusianisme) yang digagas Kong Hu Cu, yang di kemudian hari memperoleh dominansi, mencari moralitas politis tidak untuk paksaan melainkan untuk kekuatan dan keteladanan tradisi. Ajaran Khonghucu menyebar ke semenanjung Korea hingga kepulauan Jepang yang masih menganut syamanisme dan kepercayaan tradisional lainnya. Serikat Yesus di Tiongkok pada abad ke-16 dan ke-17 memandang Konfusianisme sebagai suatu sistem etis, bukan agama, sehingga tidak akan bertentangan dan akan sejalan dengan agama Kristen. Meskipun demikian, penghormatan leluhur di Tiongkok oleh beberapa kelompok dipandang bertentangan dengan ajaran Kristen sehingga kini pelaksanaannya tidak dianjurkan lagi bagi orang Kristen Tionghoa. Di Asia Barat, terjadi awal pemikiran monoteisme di Kanaan dan Persia. Di Kanaan, bangsa Yahudi memuja satu Tuhan yang disebut Yahweh. Sementara itu, monoteisme di Persia Kuno mengenal konsep ketuhanan Yang Maha Esa, dengan sebutan Ahura Mazda. Ahura Maza memiliki oposisi yang disebut Angra Mainyu, roh perusak, manifestasi dari kegelapan dan kejahatan. Di Mediterania, tradisi filosofis bangsa Yunani Kuno yang direpresentasikan oleh Sokrates, Plato, dan Aristoteles, tersebar di sepanjang Eropa dan Timur Tengah pada abad ke-4 SM karena penaklukkan yang dilakukan oleh Aleksander III dari Makedonia, lebih dikenal sebagai Aleksander Agung.",https://upload.wikimedia.org/wikipedia/commons/d/d1/Explos.png
Sejarah Indonesia - Demokrasi parlementer,Sejarah & Pengetahuan Indonesia,"Tidak lama setelah itu, Indonesia mengadopsi undang-undang baru yang terdiri dari sistem parlemen di mana dewan eksekutifnya dipilih oleh dan bertanggung jawab kepada parlemen atau MPR. MPR terbagi kepada partai-partai politik sebelum dan sesudah pemilu pertama pada tahun 1955, sehingga koalisi pemerintah yang stabil susah dicapai. Peran Islam di Indonesia menjadi hal yang rumit. Soekarno lebih memilih negara sekuler sementara beberapa kelompok Muslim lebih menginginkan negara Islam atau undang-undang yang berisi sebuah bagian yang menyaratkan umat Islam takluk kepada hukum Islam. Demokrasi Parlementer, adalah suatu demokrasi yang menempatkan kedudukan badan legislatif lebih tinggi daripada badan eksekutif. Kepala pemerintahan dipimpin oleh seorang Perdana Menteri. Perdana menteri dan menteri-menteri dalam kabinet diangkat dan diberhentikan oleh parlemen. Dalam demokrasi parlementer Presiden menjabat sebagai kepala negara.",https://upload.wikimedia.org/wikipedia/commons/6/66/Nicolaes_Visscher_Indiae_Orientalis.jpg
Sejarah Indonesia - Demokrasi terpimpin,Sejarah & Pengetahuan Indonesia,"Pemberontakan yang gagal di Sumatra, Sulawesi, Jawa Barat dan pulau-pulau lainnya yang dimulai sejak 1958, ditambah kegagalan MPR untuk mengembangkan konstitusi baru, melemahkan sistem parlemen Indonesia. Akibatnya pada 1959 ketika Presiden Soekarno secara unilateral membangkitkan kembali konstitusi 1945 yang bersifat sementara, yang memberikan kekuatan presidensil yang besar, dia tidak menemui banyak hambatan. Dari 1959 hingga 1965, Presiden Soekarno berkuasa dalam rezim yang otoriter di bawah label ""Demokrasi Terpimpin"". Dia juga menggeser kebijakan luar negeri Indonesia menuju non-blok, kebijakan yang didukung para pemimpin penting negara-negara bekas jajahan yang menolak aliansi resmi dengan Blok Barat maupun Blok Uni Soviet. Para pemimpin tersebut berkumpul di Bandung, Jawa Barat pada tahun 1955 dalam KTT Asia-Afrika untuk mendirikan fondasi yang kelak menjadi Gerakan Non-Blok. Pada akhir 1950-an dan awal 1960-an, Soekarno bergerak lebih dekat kepada negara-negara komunis Asia dan kepada Partai Komunis Indonesia (PKI) di dalam negeri. PKI merupakan kekuatan komunis terbesar ketiga pada masanya setelah Uni Soviet dan Tiongkok.",https://upload.wikimedia.org/wikipedia/commons/6/66/Nicolaes_Visscher_Indiae_Orientalis.jpg
Sejarah Indonesia - Era Orde Baru,Sejarah & Pengetahuan Indonesia,"Setelah Soeharto menjadi Presiden, salah satu hal pertama yang dilakukannya adalah mendaftarkan Indonesia menjadi anggota PBB lagi. Indonesia pada tanggal 19 September 1966 mengumumkan bahwa Indonesia ""bermaksud untuk melanjutkan kerjasama dengan PBB dan melanjutkan partisipasi dalam kegiatan-kegiatan PBB"", dan menjadi anggota PBB kembali pada tanggal 28 September 1966, tepat 16 tahun setelah Indonesia diterima pertama kalinya. Pada tahun 1968, MPR secara resmi melantik Soeharto untuk masa jabatan 5 tahun sebagai presiden, dan dia kemudian dilantik kembali secara berturut-turut pada tahun 1973, 1978, 1983, 1988, 1993, dan 1998. Presiden Soeharto memulai ""Orde Baru"" dalam dunia politik Indonesia dan secara dramatis mengubah kebijakan luar negeri dan dalam negeri dari jalan yang ditempuh Soekarno pada akhir masa jabatannya. Orde Baru memilih perbaikan dan perkembangan ekonomi (Pelita) sebagai tujuan utamanya dan menempuh kebijakannya melalui struktur administratif yang didominasi militer tetapi dengan nasihat dari ahli ekonomi didikan Barat. Selama masa pemerintahannya, kebijakan-kebijakan ini, dan pengeksploitasian sumber daya alam secara besar-besaran menghasilkan pertumbuhan ekonomi yang besar namun tidak merata di Indonesia. Contohnya, jumlah orang yang kelaparan dikurangi dengan besar pada tahun 1970-an dan 1980-an.",https://upload.wikimedia.org/wikipedia/commons/6/66/Nicolaes_Visscher_Indiae_Orientalis.jpg
Sejarah Indonesia - Gerakan nasionalisme,Sejarah & Pengetahuan Indonesia,"Pada 1905 gerakan nasionalis yang pertama, Serikat Dagang Islam dibentuk dan kemudian diikuti pada tahun 1908 oleh gerakan nasionalis berikutnya, Budi Utomo. Belanda merespon hal tersebut setelah Perang Dunia I dengan langkah-langkah penindasan. Para pemimpin nasionalis berasal dari kelompok kecil yang terdiri dari profesional muda dan pelajar, yang beberapa di antaranya telah dididik di Belanda. Banyak dari mereka yang dipenjara karena kegiatan politis, termasuk Presiden Indonesia yang pertama, Soekarno.",https://upload.wikimedia.org/wikipedia/commons/6/66/Nicolaes_Visscher_Indiae_Orientalis.jpg
Sejarah Indonesia - Irian Jaya,Sejarah & Pengetahuan Indonesia,"Setelah menolak supervisi dari PBB, pemerintah Indonesia melaksanakan ""Act of Free Choice"" (Aksi Pilihan Bebas) di Irian Jaya pada 1969 di mana 1.025 wakil kepala-kepala daerah Irian dipilih dan kemudian diberikan latihan dalam bahasa Indonesia. Mereka secara konsensus akhirnya memilih bergabung dengan Indonesia. Sebuah resolusi Sidang Umum PBB kemudian memastikan perpindahan kekuasaan kepada Indonesia. Penolakan terhadap pemerintahan Indonesia menimbulkan aktivitas-aktivitas gerilya berskala kecil pada tahun-tahun berikutnya setelah perpindahan kekuasaan tersebut. Dalam atmosfer yang lebih terbuka setelah 1998, pernyataan-pernyataan yang lebih eksplisit yang menginginkan kemerdekaan dari Indonesia telah muncul.",https://upload.wikimedia.org/wikipedia/commons/6/66/Nicolaes_Visscher_Indiae_Orientalis.jpg
Sejarah Indonesia - Kerajaan Hindu-Buddha,Sejarah & Pengetahuan Indonesia,"Pada abad ke-4 di Kalimantan Timur berdiri kerajaan pertama yang mewariskan aksara pada tiang batu yupa. Kerajaan ini didirikan dirintis oleh Kundungga, seorang penduduk asli Pulau Kalimantan. Agama Hindu mulai dianut oleh putra Kundungga yang bernama Aswawarman. Kejayaan terjadi pada masa Raja Mulawarman yang menghadirkan para brahmana dari India, yang membuat prasasti yupa. Pusat kerajaan ini terletak di Muara Kaman, yang saat ini merupakan kecamatan di Kabupaten Kutai Kartanegara, Provinsi Kalimantan Timur. Sejumlah sejarawan berpendapat bahwa nama kerajaan ini adalah Martapura, bersumber dari kitab Salasilah Raja dalam Negeri Kutai Kertanegara. Pada abad ke-6 hingga abad ke-7 di wilayah Jawa Barat terdapat kerajaan bercorak Hindu-Buddha, yaitu Kerajaan Tarumanagara yang dilanjutkan dengan Kerajaan Sunda sampai abad ke-16. Pada abad ke-7 hingga abad ke-14, kerajaan Buddha Sriwijaya berkembang pesat di Sumatra. Penjelajah Tiongkok, I-Tsing, mengunjungi ibu kota Sriwijaya, Palembang, sekitar tahun 670-an. Pada puncak kejayaannya, Sriwijaya menguasai daerah sejauh Jawa Barat dan Semenanjung Melayu. Kerajaan Sriwijaya juga menjadi saksi bangkitnya sebuah kerajaan Hindu di Jawa Timur, yaitu Majapahit. Patih Majapahit antara tahun 1331 hingga 1364, Gajah Mada berhasil memperoleh kekuasaan atas wilayah yang kini sebagian besarnya adalah Indonesia beserta hampir seluruh Semenanjung Melayu. Warisan dari masa Gajah Mada termasuk kodifikasi hukum dan dalam kebudayaan Jawa, seperti yang terlihat dalam wiracarita Ramayana.",https://upload.wikimedia.org/wikipedia/commons/6/66/Nicolaes_Visscher_Indiae_Orientalis.jpg
Sejarah Indonesia - Kolonisasi Portugis dan Spanyol,Sejarah & Pengetahuan Indonesia,"Afonso de Albuquerque, seorang tokoh yang membuat kawasan Nusantara waktu itu dikenal oleh orang Eropa dan dimulainya kolonisasi oleh Portugis bersama dengan bangsa Eropa lain, terutama Britania dan Belanda, juga Spanyol dalam waktu yang singkat. Dari Sungai Tajo yang bermuara ke Samudra Atlantik itulah armada Portugis mengarungi Samudra Atlantik, yang memakan waktu sebulan hingga tiga bulan, melewati Tanjung Harapan di Afrika, menuju Selat Malaka. Dari sini penjelajahan dilanjutkan ke Kepulauan Maluku untuk mencari rempah-rempah, komoditas yang setara emas kala itu. ”Pada abad ke-16 saat petualangan itu dimulai biasanya para pelaut negeri Katolik itu diberkati oleh pastor dan raja sebelum berlayar melalui Sungai Tagus,” kata Teresa. Biara St Jeronimus (Portugis: Mosteiro Dos Jeronimos) didirikan oleh Raja Manuel I pada tahun 1502 di tempat saat Vasco da Gama memulai petualangan ke timur. Museum Maritim (Portugis: Museu de Marinha) didirikan oleh Raja Luis I pada 22 Juli 1863 untuk mengenang sejarah maritim Portugis. Selain patung di taman, lukisan Afonso de Albuquerque juga menjadi koleksi museum itu. Di bawah lukisan itu tertulis, ”Gubernur India 1509-1515. Peletak dasar Kerajaan Portugis di India yang berbasis di Ormuz, Goa, dan Malaka. Pionir kebijakan kekuatan laut sebagai kekuatan sentral kerajaan”. Berbagai barang perdagangan Portugis juga dipamerkan di museum itu, bahkan gundukan lada atau merica. Ada sejumlah motivasi mengapa Kerajaan Portugis memulai petualangan ke timur. Ahli sejarah dan arkeologi Islam Uka Tjandrasasmita dalam buku Indonesia-Portugal: Five Hundred Years of Historical Relationship (Cepesa, 2002), mengutip sejumlah ahli sejarah, menyebutkan tidak hanya ada satu motivasi Kerajaan Portugis datang ke Asia. Ekspansi itu mungkin dapat diringkas dalam tiga kata bahasa Portugis, yakni Feitoria, Fortaleza, dan Igreja (mirip seperti kata Gold, Glory, Gospel). Arti harfiahnya adalah emas, kejayaan, dan gereja atau perdagangan, dominasi militer, dan penyebaran agama Katolik. Menurut Uka, Albuquerque, Gubernur Portugis Kedua dari India Portugis, Kerajaan Portugis di Asia, merupakan arsitek utama ekspansi Portugis ke Asia. Dari Goa, ia memimpin langsung ekspedisi ke Malaka dan tiba di sana awal Juli 1511 membawa 15 kapal besar dan kecil serta 600 tentara. Ia dan pasukannya mengalahkan armada Malaka pada 10 Agustus 1511. Sejak itu Portugis menguasai perdagangan rempah-rempah dari Asia ke Eropa. Setelah menguasai Malaka, ekspedisi Portugis yang dipimpin Antonio de Abreu mencapai Maluku, pusat rempah-rempah.",https://upload.wikimedia.org/wikipedia/commons/6/66/Nicolaes_Visscher_Indiae_Orientalis.jpg
Sejarah Indonesia - Kolonisasi VOC,Sejarah & Pengetahuan Indonesia,"Mulai tahun 1602 Kongsi dagang VOC yang didirikan di Republik Belanda bersaing dengan kerajaan Portugal dan Kerajaan Spanyol dalam dominasi perdagangan rempah di Hindia Timur (Nusantara), secara perlahan-lahan menjadi penguasa wilayah yang kini adalah Indonesia, dengan memanfaatkan Perselisihan dan perpecahan di antara kerajaan-kerajaan kecil yang telah menggantikan Majapahit. VOC berhasil mengeliminasi Kongsi dagang EIC yang didirikan oleh kerajaan Inggris yang bertahan di Bengkulu hingga 1824, satu-satunya koloni Portugal yang masih bertahan hingga abad 20 adalah Timor Portugis, yang tetap dikuasai Portugal hingga 1975 ketika berintegrasi menjadi provinsi Indonesia bernama Timor Timur. Pada abad ke-17 dan 18 Hindia Belanda tidak dikuasai secara langsung oleh pemerintah Belanda namun dikuasai oleh perusahaan dagang bernama VOC (bahasa Belanda: Verenigde Oostindische Compagnie). VOC telah diberikan hak monopoli terhadap perdagangan dan aktivitas kolonial di wilayah tersebut oleh Parlemen Belanda pada tahun 1602. Markasnya berada di Batavia, yang kini bernama Jakarta. Kongsi Dagang VOC dan yang dilanjutkan oleh pemerintah kolonial Belanda mendominasi Indonesia selama hampir 350 tahun (antara 1602 dan 1945), kecuali untuk suatu masa pendek di mana sebagian kecil dari Indonesia dikuasai Britania setelah Perang Jawa Britania-Belanda (perpanjangan dari perang Napoleonik di Eropa) dan masa penjajahan Jepang pada masa Perang Dunia II. Pada masa penguaasaan VOC terhadap nusantara banyak penduduk di nusantara menderita akibat monopoli, peperangan dan pajak dari VOC, salah satu perusahaan terbuka yang terbesar dalam sejarah, Setelah VOC bangkrut pada 1799 dan aset-asetnya di nusantara diambil alih oleh kerajaan Belanda dalam bentuk pemerintahan kolonial, Belanda mulai mengembangkan Hindia Belanda menjadi salah satu kekuasaan kolonial terkaya di dunia. 350 tahun penjajahan Belanda bagi sebagian orang adalah berlebihan karena banyak wilayah di Indonesia seperti Aceh dan Papua baru ditaklukkan secara penuh oleh Belanda mendekati abad ke 20. Tujuan utama VOC adalah mempertahankan monopolinya terhadap perdagangan rempah-rempah di Nusantara. Hal ini dilakukan melalui penggunaan dan ancaman kekerasan terhadap penduduk di kepulauan-kepulauan penghasil rempah-rempah, dan terhadap orang-orang non-Belanda yang mencoba berdagang dengan para penduduk tersebut. Contohnya, ketika penduduk Kepulauan Banda terus menjual biji pala kepada pedagang Inggris, pasukan Belanda membunuh atau mendeportasi hampir seluruh populasi dan kemudian mempopulasikan pulau-pulau tersebut dengan pembantu-pembantu atau budak-budak yang bekerja di perkebunan pala. VOC menjadi terlibat dalam politik internal Jawa pada masa ini, dan bertempur dalam beberapa peperangan yang melibatkan pemimpin Mataram dan Banten.",https://upload.wikimedia.org/wikipedia/commons/6/66/Nicolaes_Visscher_Indiae_Orientalis.jpg
